"taskai","vidurkis","trasos","uolos","viso_laipioja_metu","lygis","amzius_kai_pradejo","birth","ugis","svoris","lytis"
"38717","790.14","42","6","2","8A","26","1978-01-03 00:00:00","172","58","0"
"124122","593.89","171","13","4","8A","10","1989-12-22 00:00:00","157","48","1"
"55391","814.57","68","12","4","7C+","14","1991-04-23 00:00:00","174","68","0"
"142756","815.75","156","7","7","8B+","20","1966-03-04 00:00:00","170","73","0"
"66430","347.80","145","7","6","6C+","23","1968-08-22 00:00:00","171","68","0"
"30609","765.23","40","7","1","8A+","14","1990-11-25 00:00:00","175","58","0"
"3795","759.00","2","3","3","8A","17","1974-03-28 00:00:00","184","63","0"
"49282","432.30","110","18","4","6B","30","1978-03-15 00:00:00","182","78","0"
"2553","851.00","3","1","1","7B+","20","1984-01-19 00:00:00","186","78","0"
"218537","914.38","239","21","4","8B+","13","1988-10-19 00:00:00","178","73","0"
"595","595.00","1","1","1","6A+","23","1982-05-10 00:00:00","170","68","0"
"226375","794.30","257","29","11","8A+","23","1983-02-09 00:00:00","164","58","0"
"28281","514.20","54","7","4","7A+","20","1983-07-08 00:00:00","175","68","0"
"26481","378.30","69","17","2","6B","29","1978-09-10 00:00:00","178","73","0"
"91828","566.84","159","22","4","7B+","23","1984-12-18 00:00:00","178","78","0"
"10870","679.38","16","8","3","7A+","28","1972-10-04 00:00:00","183","73","0"
"155514","762.32","200","24","11","8B","23","1983-09-23 00:00:00","180","68","0"
"122114","891.34","135","47","7","8A+","17","1979-07-29 00:00:00","165","53","1"
"7965","442.50","18","4","4","7A+","18","1988-01-03 00:00:00","175","73","0"
"143940","894.04","149","28","5","8A+","7","1991-02-09 00:00:00","174","63","0"
"143567","891.72","158","36","3","8B+","13","1964-11-20 00:00:00","182","73","0"
"12073","294.46","30","3","3","6B+","32","1973-09-23 00:00:00","190","93","0"
"9258","514.33","12","2","3","7B+","25","1979-03-27 00:00:00","169","63","0"
"96115","620.10","105","10","11","8A","22","1975-12-15 00:00:00","157","48","1"
"146347","778.44","151","30","5","8A","13","1965-09-04 00:00:00","183","78","0"
"66623","732.12","91","4","10","9B+","18","1987-08-19 00:00:00","169","58","0"
"65117","824.27","76","15","4","8B","11","1984-03-20 00:00:00","162","58","0"
"5057","421.42","12","2","2","6A+","27","1978-01-16 00:00:00","160","63","0"
"14597","608.21","24","5","1","7A+","24","1980-06-27 00:00:00","183","73","0"
"10457","373.46","24","4","2","6B","11","1979-08-08 00:00:00","164","53","1"
"58400","614.74","95","16","4","7A","24","1975-09-10 00:00:00","175","73","0"
"8237","392.24","19","4","3","6C+","26","1974-09-24 00:00:00","180","73","0"
"17883","777.52","23","6","2","8A","30","1968-11-20 00:00:00","168","58","0"
"2102","700.67","3","2","2","7A","20","1983-04-19 00:00:00","186","83","0"
"5722","197.31","18","1","3","6B+","18","1986-04-18 00:00:00","180","73","0"
"73395","577.91","118","12","7","7C","19","1981-11-13 00:00:00","178","68","0"
"21854","404.70","51","5","3","6C+","23","1968-06-20 00:00:00","172","73","0"
"170888","769.77","220","36","9","7C","27","1977-02-08 00:00:00","178","68","0"
"24648","367.88","66","14","3","6B","38","1969-11-20 00:00:00","186","78","0"
"189382","745.60","250","14","9","7C","23","1982-09-05 00:00:00","175","73","0"
"650","650.00","1","1","1","6C+","31","1976-07-08 00:00:00","175","78","0"
"1333","333.25","4","2","2","5C","19","1989-06-06 00:00:00","171","58","0"
"307138","750.95","403","22","8","8A","12","1994-05-19 00:00:00","175","63","0"
"61884","391.67","142","18","4","7A+","15","1988-01-01 00:00:00","187","63","0"
"35743","627.07","56","9","3","7C","18","1984-03-08 00:00:00","175","63","0"
"35323","784.96","45","12","5","8A","20","1982-03-24 00:00:00","182","68","0"
"53708","639.38","82","5","7","8A+","12","1987-03-15 00:00:00","182","73","0"
"6297","449.79","11","3","1","6B","21","1986-06-28 00:00:00","173","63","0"
"6750","562.50","12","4","5","7C+","23","1977-01-28 00:00:00","170","58","0"
"1597","266.17","6","1","1","7A","15","1992-02-01 00:00:00","182","73","0"
"683721","756.33","895","63","18","8B+","18","1979-01-25 00:00:00","175","63","0"
"13080","523.20","24","7","3","8B+","16","1980-08-10 00:00:00","170","63","0"
"65498","675.24","95","14","5","8A","9","1991-03-14 00:00:00","180","63","0"
"783745","880.61","855","60","7","9A","9","2001-12-05 00:00:00","175","53","0"
"130576","768.09","168","11","10","8A+","28","1970-05-19 00:00:00","155","53","1"
"286742","622.00","453","28","11","8A+","18","1988-02-11 00:00:00","170","53","1"
"5104","567.11","9","5","2","6C+","21","1986-02-19 00:00:00","187","78","0"
"15229","324.02","39","6","11","6C+","12","1975-02-19 00:00:00","178","83","0"
"18767","347.54","51","16","4","6C","22","1985-01-13 00:00:00","180","68","0"
"204930","644.43","303","29","7","7C+","23","1982-11-17 00:00:00","186","83","0"
"22753","733.97","27","7","3","7B","21","1984-11-26 00:00:00","176","68","0"
"34659","568.18","60","7","8","7B+","25","1981-11-24 00:00:00","185","93","0"
"260928","534.69","411","13","7","7C+","16","1991-04-16 00:00:00","179","68","0"
"106747","639.20","148","16","13","7B+","18","1967-06-16 00:00:00","167","73","0"
"60522","504.35","105","20","2","7B","30","1968-10-02 00:00:00","169","58","1"
"750","250.00","3","2","1","5C","17","1983-12-20 00:00:00","179","78","0"
"472529","848.35","497","51","10","8B+","26","1981-09-07 00:00:00","168","63","0"
"1642","410.50","4","1","1","6B","30","1977-07-12 00:00:00","186","93","0"
"126814","685.48","178","25","8","8A","11","1987-07-14 00:00:00","158","53","1"
"273124","767.20","349","41","21","8B","15","1979-02-14 00:00:00","187","73","0"
"2493","415.50","5","2","3","6C","18","1989-02-13 00:00:00","158","58","1"
"2797","699.25","3","2","2","7A+","24","1980-03-24 00:00:00","184","73","0"
"176173","746.50","201","29","3","7C+","24","1980-07-15 00:00:00","163","63","0"
"810191","779.03","1002","26","14","8A+","23","1974-07-15 00:00:00","183","73","0"
"6671","290.04","10","1","2","6C+","22","1985-01-23 00:00:00","190","98","0"
"17976","719.04","24","4","4","8A+","10","1988-01-13 00:00:00","177","68","0"
"43013","597.40","71","25","9","7B","6","1977-06-16 00:00:00","181","73","0"
"7098","417.53","17","2","1","7A+","13","1992-06-11 00:00:00","181","73","0"
"298709","763.96","369","38","10","8A+","18","1989-03-31 00:00:00","182","73","0"
"151135","489.11","286","14","7","7B","27","1962-08-03 00:00:00","174","73","0"
"293651","752.95","379","18","11","8A","14","1991-02-24 00:00:00","175","68","0"
"177034","725.55","242","23","11","8A","15","1991-12-29 00:00:00","189","83","0"
"423171","900.36","414","55","13","8C","20","1973-11-30 00:00:00","178","68","0"
"134986","737.63","98","29","8","7C+","20","1978-04-13 00:00:00","191","73","0"
"169915","648.53","236","17","5","7C+","17","1989-11-10 00:00:00","185","78","0"
"57107","620.73","83","10","3","7C","12","1993-02-16 00:00:00","162","48","1"
"55534","491.45","105","11","10","7C","22","1972-02-28 00:00:00","185","78","0"
"5595","430.38","13","6","2","6A+","32","1974-03-14 00:00:00","185","78","0"
"31593","509.56","59","11","4","7A+","29","1976-07-11 00:00:00","185","78","0"
"33292","512.18","64","6","2","7A+","22","1977-04-28 00:00:00","178","83","0"
"3619","402.11","9","3","1","6B+","21","1986-04-22 00:00:00","175","73","0"
"45061","523.97","83","14","6","7B","34","1974-02-12 00:00:00","170","68","0"
"219744","718.12","300","37","11","8A","26","1980-05-17 00:00:00","157","48","1"
"64762","674.60","72","8","7","7B+","22","1985-05-23 00:00:00","176","68","0"
"642252","568.87","1089","100","10","7C+","22","1983-08-08 00:00:00","182","83","0"
"1783","118.87","15","1","3","6C+","22","1984-12-27 00:00:00","173","63","0"
"48469","591.09","78","8","3","7B","20","1955-12-11 00:00:00","175","73","0"
"19750","493.75","40","2","1","7B+","24","1981-06-26 00:00:00","167","58","0"
"43992","879.84","50","9","3","8A+","13","1980-01-04 00:00:00","183","73","0"
"112092","487.36","168","17","4","7A+","28","1978-09-28 00:00:00","178","73","0"
"202545","755.76","246","35","10","8A","22","1983-07-03 00:00:00","178","63","0"
"4978","829.67","5","2","1","8A","23","1977-09-15 00:00:00","184","83","0"
"2721","302.33","8","5","2","5C","25","1981-07-12 00:00:00","178","93","0"
"5770","961.67","6","3","1","8A","17","1983-12-24 00:00:00","183","68","0"
"8503","566.87","13","3","1","7A","21","1985-07-22 00:00:00","175","53","0"
"444471","887.17","492","34","21","8C","23","1963-12-18 00:00:00","180","63","0"
"13650","568.75","24","4","2","7C+","20","1983-11-25 00:00:00","178","73","0"
"2739","684.75","3","3","2","8A","16","1991-10-27 00:00:00","182","68","0"
"187357","729.02","257","28","17","7C+","17","1973-09-04 00:00:00","170","68","0"
"81063","853.29","94","14","7","8A+","11","1988-07-24 00:00:00","178","68","0"
"69799","872.49","80","20","3","8A+","12","1990-01-14 00:00:00","188","73","0"
"149149","872.22","166","16","6","8A+","17","1985-09-22 00:00:00","189","73","0"
"27410","622.95","42","12","7","7B+","27","1979-08-08 00:00:00","181","63","0"
"262402","714.99","354","22","4","8C","11","1993-02-25 00:00:00","172","68","0"
"27443","741.70","37","10","3","7C","17","1982-12-06 00:00:00","178","68","0"
"257961","938.04","269","33","14","9A","16","1984-11-14 00:00:00","168","63","0"
"13286","664.30","20","4","2","7B","15","1989-07-23 00:00:00","168","63","0"
"44141","558.75","71","7","7","7B","30","1977-06-30 00:00:00","177","68","0"
"18306","610.20","29","6","3","7C","24","1979-11-06 00:00:00","172","53","1"
"50818","686.73","72","6","4","7C","15","1988-03-29 00:00:00","154","68","0"
"187133","609.55","301","12","10","8A+","13","1993-07-09 00:00:00","187","73","0"
"2990","598.00","5","2","1","6C+","20","1986-10-14 00:00:00","175","58","0"
"22117","582.03","37","9","3","7C+","20","1984-09-16 00:00:00","178","73","0"
"48415","537.94","90","11","4","7B","20","1971-03-16 00:00:00","182","73","0"
"7092","354.60","19","4","3","7A","13","1993-03-17 00:00:00","165","53","0"
"360","360.00","1","1","1","5C","33","1975-08-29 00:00:00","172","63","0"
"428908","733.18","558","41","11","8A+","11","1992-02-15 00:00:00","178","63","0"
"195128","687.07","268","34","5","8A","25","1971-11-30 00:00:00","255","63","0"
"270080","931.31","254","56","10","8B+","11","1985-12-29 00:00:00","165","58","0"
"295897","857.67","338","78","9","8B","25","1977-11-18 00:00:00","175","63","0"
"22463","680.70","32","8","3","7B+","20","1986-07-08 00:00:00","182","68","0"
"61968","462.45","132","17","4","6C+","26","1980-04-15 00:00:00","173","73","1"
"6904","431.50","12","1","2","6C","17","1990-08-22 00:00:00","170","63","0"
"500","500.00","1","1","1","6B","22","1986-03-20 00:00:00","173","73","0"
"3342","668.40","5","2","1","7A+","21","1985-08-18 00:00:00","185","78","0"
"297143","699.16","376","47","10","8B","10","1996-01-03 00:00:00","183","78","0"
"239828","841.50","269","23","9","8C","14","1985-12-30 00:00:00","181","63","0"
"19836","619.88","32","4","3","7A+","33","1974-09-01 00:00:00","173","53","0"
"2700","675.00","4","1","1","7A","16","1985-10-29 00:00:00","175","68","0"
"22211","822.63","27","11","2","7C+","15","1991-05-14 00:00:00","171","58","0"
"13053","567.52","23","6","4","7A","15","1989-06-17 00:00:00","179","68","0"
"30496","462.06","66","12","5","8A","11","1996-08-15 00:00:00","135","40","1"
"1695","423.75","4","1","1","6A+","27","1979-04-04 00:00:00","185","73","0"
"43397","818.81","52","6","12","8A","20","1979-06-26 00:00:00","170","63","0"
"24788","619.70","40","3","3","7B+","26","1980-07-25 00:00:00","178","73","0"
"581309","518.10","884","43","10","7B+","35","1973-05-08 00:00:00","160","53","0"
"18043","582.03","31","4","4","7A+","15","1992-01-31 00:00:00","164","63","1"
"168243","737.91","215","28","10","8A+","22","1983-10-23 00:00:00","192","73","0"
"5629","469.08","12","2","1","6C+","21","1984-01-08 00:00:00","186","88","0"
"10502","328.19","27","6","3","7B","23","1983-10-24 00:00:00","180","83","0"
"92487","680.05","133","21","7","7B+","30","1976-02-21 00:00:00","179","68","0"
"51188","882.55","57","12","6","8C","29","1978-01-22 00:00:00","168","53","1"
"366668","705.13","422","24","8","7C+","27","1977-12-20 00:00:00","181","78","0"
"233957","983.01","236","30","10","8C","14","1981-07-20 00:00:00","173","68","0"
"15048","456.00","33","6","3","6C","14","1993-03-03 00:00:00","174","58","0"
"71479","794.21","86","24","5","8A+","8","1985-03-02 00:00:00","178","73","0"
"394346","917.08","398","59","10","8C","14","1993-01-04 00:00:00","178","73","0"
"62150","863.19","54","11","3","8A","15","1980-12-26 00:00:00","183","78","0"
"16052","517.81","31","7","3","7B","23","1982-08-21 00:00:00","198","88","0"
"23692","676.91","34","6","3","8A+","28","1968-12-14 00:00:00","188","73","0"
"63559","676.16","88","14","2","7C","16","1992-11-28 00:00:00","175","58","0"
"32068","445.39","58","11","6","7C","13","1990-09-10 00:00:00","170","58","0"
"109956","607.49","177","31","7","7B","26","1970-08-15 00:00:00","174","73","0"
"30196","457.52","52","7","7","6C","27","1963-12-05 00:00:00","176","78","0"
"55212","456.30","120","18","5","7A","34","1972-09-20 00:00:00","189","78","0"
"271557","808.21","317","53","14","8B","21","1979-11-21 00:00:00","167","73","0"
"1835","611.67","2","1","1","6B","8","1992-04-27 00:00:00","175","73","0"
"850729","753.52","1119","44","11","8C","12","1991-08-06 00:00:00","175","63","0"
"63929","694.88","91","8","10","7B+","9","1983-03-08 00:00:00","181","73","0"
"74715","592.98","124","14","7","7C","23","1984-01-15 00:00:00","164","53","1"
"15070","602.80","25","2","2","7A+","20","1968-10-17 00:00:00","171","68","0"
"502109","728.75","639","37","9","8B+","7","1992-07-07 00:00:00","180","63","0"
"254129","530.54","443","39","13","7B+","22","1982-01-11 00:00:00","175","73","1"
"5482","365.47","15","5","2","6A","30","1977-10-19 00:00:00","180","73","0"
"750","750.00","1","1","1","7A+","19","1985-01-01 00:00:00","186","83","0"
"361903","638.28","507","55","12","7C","22","1983-03-05 00:00:00","178","68","0"
"724376","628.25","1086","101","11","7C","22","1985-03-11 00:00:00","182","63","0"
"51909","558.16","89","6","10","8A+","22","1977-05-27 00:00:00","187","78","0"
"6063","356.65","15","1","2","6A+","20","1986-05-15 00:00:00","172","68","0"
"15452","643.83","24","4","2","7B+","26","1981-07-24 00:00:00","175","68","0"
"76762","485.84","151","21","6","7A","21","1981-09-29 00:00:00","160","53","1"
"1988","497.00","4","2","2","8A","20","1971-10-01 00:00:00","176","63","0"
"2700","900.00","3","2","2","7C+","26","1969-10-10 00:00:00","176","73","0"
"26653","650.07","38","6","3","7C","25","1980-07-20 00:00:00","171","68","0"
"51311","374.53","136","15","5","7A","33","1963-05-05 00:00:00","172","68","1"
"77918","618.40","122","11","8","7C+","18","1988-06-17 00:00:00","176","63","0"
"23697","623.61","33","6","1","7A+","16","1991-09-18 00:00:00","180","63","0"
"18549","598.35","30","6","2","7A+","18","1985-05-17 00:00:00","190","83","0"
"74526","521.16","129","19","9","7B+","21","1984-06-21 00:00:00","172","83","0"
"2152","717.33","3","2","1","7A+","17","1970-05-07 00:00:00","181","73","0"
"2045","681.67","3","1","1","7B","9","1993-12-14 00:00:00","170","53","0"
"108030","777.19","135","15","10","8A+","19","1983-08-03 00:00:00","169","73","0"
"63313","652.71","96","10","4","7B","24","1981-03-10 00:00:00","188","78","0"
"1002","1002.00","1","1","1","8A","8","1990-12-06 00:00:00","184","68","0"
"4454","556.75","8","3","1","7A","17","1986-02-16 00:00:00","176","63","1"
"1900","633.33","3","1","1","7A+","17","1986-07-18 00:00:00","175","68","0"
"22680","612.97","37","5","2","7B+","19","1973-12-29 00:00:00","180","73","0"
"50564","674.19","65","9","4","7C","16","1990-03-03 00:00:00","172","68","0"
"7250","906.25","7","2","4","7C+","31","1973-10-25 00:00:00","170","58","0"
"83631","584.83","137","22","4","7B+","29","1978-06-22 00:00:00","181","73","0"
"82794","684.25","111","18","4","7C","20","1988-01-14 00:00:00","188","78","0"
"104261","681.44","152","34","10","8A","18","1988-09-30 00:00:00","181","73","0"
"88139","643.35","133","16","6","7C","9","1991-05-18 00:00:00","173","63","0"
"8427","468.17","16","5","2","6B+","16","1991-07-09 00:00:00","177","73","0"
"41801","486.06","79","8","4","7A+","26","1980-04-01 00:00:00","177","68","0"
"40911","802.18","51","2","1","7C+","23","1985-08-03 00:00:00","179","73","0"
"18039","546.64","30","6","4","7A+","24","1982-01-28 00:00:00","178","73","0"
"432949","727.65","589","42","6","7C+","10","1967-10-01 00:00:00","172","63","0"
"147038","816.88","178","18","11","8B","23","1982-02-01 00:00:00","175","63","0"
"7646","477.88","16","3","2","6C","17","1990-11-09 00:00:00","181","58","0"
"67451","674.51","100","12","12","7B+","21","1968-05-13 00:00:00","171","68","0"
"258241","658.78","383","69","11","7C+","29","1977-05-18 00:00:00","178","68","0"
